alcohol,12.666361206662986
license,11.938418208105535
police,9.629868163658706
elections,9.283633077818239
beer,8.350822550531284
liquor,7.796312186296368
wine,7.762991130179126
shipping,6.762991130179126
crime,6.601969493294693
missouri,5.591216430132405
public safety,4.567057118549866
results,4.500888591584865
county,4.333576942211969
king county,4.062046540091566
fire,3.429160433488728
salary,3.290606081981747
government health restaurant inspections violations closures food safety,2.8856431503725104
labor,2.7724462213738357
health,2.7697744676676397
department,2.7007843023166265
sheriff,2.7007843023166265
university police,2.7007843023166265
primary,2.54273925411741
gis,2.486541503488772
open meetings,2.4422212372570127
clerk,2.4234015449739648
transportation,2.405851813069578
city employee,2.3328317373461016
arrests,2.326204838708491
victim,2.3171389486026968
permits,2.2967597542296154
solicitor,2.2955380505560967
wholesaler,2.2955380505560967
hartford,2.2681933529796985
weather,2.1981195715505213
unemployment,2.1975154535194554
alerts,2.181934077607894
notifications,2.181857853547843
employment,2.173825963064034
citation,1.8860269689271054
unemployment insurance,1.8764109431796443
gocode,1.845860893966727
ems,1.8353720632619983
permit,1.6789451744389647
voting,1.6762111914688775
property,1.6578583448772004
business license,1.6307707966445764
business tax,1.616526330812045
ui,1.594743962165521
expenditures,1.5720771678084902
benefits,1.5263057202984505
blds,1.4481231953801732
insurance,1.420236592525805
listing,1.4074492739217628
voter,1.4047200471339516
facilities,1.3664887951292684
fire incidents,1.3627619515389653
hartford fire department,1.3627619515389653
mileposts,1.3205486239358588
area,1.31532745435913
vote,1.299263413067742
2012,1.2991672350107455
311,1.296433210724467
building,1.2711006922666928
contract,1.2181101294667511
rest,1.2169597091378954
election,1.2115913668723715
licenses,1.2051403541854375
licensed navigators,1.1470733698302875
navigator,1.1470733698302875
navigators,1.1470733698302875
home,1.1293899975981037
colorado,1.1266786931248747
procurement,1.1216051705007395
traffic citations,1.1214629451395575
economic development,1.1181049009503188
rfp,1.0922746790074978
bid,1.0922746790074978
purchase,1.0922746790074978
dajd,1.087254827428919
jail inmate,1.087254827428919
rescue,1.0782562796994548
fips,1.05213784488324
speed,1.0423294899355091
ecanvass,1.036657316955218
personnel,1.0206713847216073
2013 primary,1.0187155430892736
taxes,1.0154238116784342
construction,1.0130909748573718
bpd,1.0093565528603878
website,1.0000509799627437
local fruits,1.0
local vegetables,1.0
austintexas.gov,1.0
mile post,1.0
milemarker,1.0
searchs,1.0
pet pets animal license tag tags,1.0
recipients,1.0
farmer's market,1.0
top 10,1.0
canvass,0.9863967234301353
parking,0.9780186767440431
building codes,0.9696889316340973
budget,0.9502372483691134
salaries,0.9353587689541671
map,0.8996896312108555
dogs,0.8857396387931934
financial,0.8772705061480377
bicycle,0.8731110934532296
municipality,0.8665063138905593
river administration,0.847263980757667
renew,0.8441252624751643
fine,0.8436974789915966
service request,0.831953801732435
new,0.8303405032335571
pet,0.8275548769146177
oit standards,0.8212066546402085
ct,0.8178208906352326
out of business,0.8160868397048984
shelter,0.8089403806424031
temporary,0.8051257741626893
checkbook,0.8008844701646564
payments,0.7999784793332935
2014,0.7928429221836883
responses,0.7862137862137862
community,0.7823803090738783
social services,0.7805171377029465
bike chattanooga,0.7684311838306064
streets,0.7630624979828037
market,0.7329847762571121
business,0.7286862043544096
alcohol license,0.7096883497820622
oit,0.7037482461415112
feeder,0.6926486418033306
cattle,0.6926486418033306
weighted average,0.6926486418033306
cattle prices,0.6926486418033306
violations,0.6881514742770132
agency,0.6783240167297997
claims,0.6772568690319457
candidate,0.6554531531289465
campaign spending commission,0.6554531531289465
contributions,0.6554531531289465
campaign finance,0.6554531531289465
hawaii candidates,0.6554531531289465
animals,0.6450465229101678
lien,0.6449162389768988
child support,0.6449162389768988
shape,0.6301739300371313
state employees,0.6277023149033863
quality of life,0.6269370575856131
veterans,0.6269370575856131
bic,0.6249749448787332
incidents,0.6230904337725021
dola,0.6225696532371217
state demography office,0.6225696532371217
hartford police,0.6157703012442697
police incidents,0.6157703012442697
education,0.6156496051421366
licensed,0.6152864415804069
special district school district,0.6103427540589297
dog,0.6041340432195428
employees,0.5868561151982854
areas,0.5761457831387589
housing,0.5657696034483137
buildings,0.5586757778645611
county seat,0.5498095810783724
food,0.5483248598129736
off-leash,0.5434492118175175
administrative call,0.5355782721988375
assisted living,0.5344866041178762
alzheimer,0.5344866041178762
shared housing,0.5344866041178762
initial claims,0.5337669791467381
center,0.5286892774047564
pacfa,0.5267588695129284
jobs,0.5208170094086176
districts,0.5181978819152357
river call,0.512928442573662
projections,0.5084489602182231
rest api,0.5047686196929533
phone,0.5047686196929533
fy 2015-2017,0.49990375360923966
iowa dot,0.49378228429309357
estimate,0.4926839045900982
population projection,0.4926839045900982
restaurant,0.4830743436636713
2013 primary election,0.47586807234742234
2013 result,0.47586807234742234
services,0.472515207515502
911,0.4620537656318934
calls for service,0.4617549345319523
bills,0.46081379033874525
higher education,0.4582080577269994
operating budget,0.45678537054860446
cdhe,0.4511926237722991
tax,0.4506918739733212
government,0.4471456882036683
automobiles,0.4438492443083987
vehicle registrations,0.4438492443083987
trucks,0.4438492443083987
motor vehicles,0.4438492443083987
trailers,0.4438492443083987
csr,0.4427008012507329
vendors,0.4343224239340791
property tax,0.42868142444658325
census,0.4228211328454445
inspections,0.4198870073191424
appraisal,0.4180019354829042
cooling centers,0.41771328727575163
heat,0.41771328727575163
career,0.4129130079867749
employers,0.4129130079867749
job seekers,0.4129130079867749
service requests,0.41042153363157813
cityworks,0.40192492781520694
boundary,0.39440354295850344
standard,0.3942673882541592
hamilton,0.38999037536092396
revenue,0.3897310924184366
inspection,0.38795507524560086
tollway,0.38452096752398546
gas,0.38448391446270225
technology,0.3828200239984414
agency statistics,0.38163960713569856
201111,0.3797751634483807
november 2011,0.3797751634483807
august 2011,0.37968013532005473
streamflows,0.3742232912407296
current conditions,0.3742232912407296
actuals,0.37421082839104647
hospital,0.37075209002607007
capital planning and policy,0.36836995874631234
cook county facilities and services locator,0.36836995874631234
standards,0.36795348082214774
republican,0.3663669408838722
registrations,0.3663669408838722
voters,0.3663669408838722
democrat,0.3663669408838722
state agency,0.36193660503467795
grants,0.3601617293011562
salary book,0.3569925387411517
travel reimbursements,0.3569925387411517
subsistence expense,0.3569925387411517
k-12,0.3495092648863516
ballot drop box,0.3478979778014292
treatment,0.34703092752037257
city,0.3443934257150647
candidates,0.3437918500095658
pets,0.34229042697567597
dangerous,0.34229042697567597
residential,0.34102485013961137
consumption,0.34094476951619807
farmer's market local fruits vegetables,0.3404626917806379
active call,0.3343355381840048
municipal,0.33425104286743706
agriculture,0.3338345834312895
performance reports,0.3319303615840826
performance plans,0.3319303615840826
state agencies,0.3319303615840826
aga,0.3319303615840826
strategic plans,0.3319303615840826
maps,0.3311103569241302
campaigns,0.3290606466424335
csap,0.32732010422930446
standardized testing,0.32732010422930446
political,0.3240864740769084
iowa department of transportation,0.3238951597474651
mile marker,0.32054862393585876
general election,0.31913771476357
offender demographics,0.3170078438875072
2015,0.31371131557722015
telehealth,0.31308879534976947
cde,0.31168570855882943
department of education,0.31168570855882943
ambulatory,0.30551571803118177
surgical,0.30551571803118177
sales,0.3042292908334471
state police,0.30387785420031144
firearms,0.30387785420031144
guns,0.30387785420031144
mathematics,0.30386038111087554
human services,0.30201761126616633
missouri excise tax gallons,0.2998814048646253
reference,0.2976850966137364
capital budget,0.295283926852743
animal,0.29290616619324805
reporting,0.29204249348566846
district,0.29181088820269335
finance,0.29054910241279114
property values,0.2892873886615175
watersheds,0.28879481619054886
foreclosures,0.28771974429754466
water,0.2855385336099053
current,0.28253638976969764
address,0.2822859437978798
reading,0.28186801474052176
reported arrests,0.28182000400881946
redistricting,0.27593819362324395
traffic,0.27511709784586186
sales tax,0.2743702224147167
resources,0.273770805433327
decd,0.2711812377210216
department of economic and community development,0.2711812377210216
2013,0.27021297779009845
transit,0.26098556919175236
201108,0.2593270107951954
proposed,0.25627362055933484
school district,0.2561635598316296
continuing education,0.2542115220035134
garbage,0.251497738332138
missouri river water trail access points,0.2509390920712392
gender,0.2508130859001339
king county elections,0.24799303607699003
february 2014,0.24799303607699003
closures,0.24189410065379352
restaurant inspections,0.24189410065379352
water quality,0.24180916328730942
fdhealth,0.241444827226224
rebate,0.2387201169224345
solar,0.2387201169224345
tcap,0.2375225496091401
plss,0.23736737209853254
survey,0.2356698346080655
count,0.235091752132622
party committees,0.2347426822268988
geodata,0.23302014824094372
property taxes,0.22804668069638415
mobile,0.22632045804585232
service,0.22327174907673678
king,0.22317355937357458
projects,0.22284907795564382
finance division,0.22078922040423482
wpf,0.22058542184809643
wqi,0.22058542184809643
wirb,0.22058542184809643
wspf,0.22058542184809643
tax rates,0.21968330326718782
dor,0.21968330326718782
utility,0.21935207649493363
electric,0.21935207649493363
rates,0.21541993495312797
tax credits,0.21484599196479814
boundaries,0.21107301300066994
math,0.21025444805815957
adequate yearly progress,0.21025444805815957
ayp,0.21025444805815957
strategic,0.20885949087993586
playbook,0.20885949087993586
plan,0.20885949087993586
ui trust fund,0.20700210445762388
rental units,0.2060455328104075
investments,0.2060455328104075
loan agreements,0.2060455328104075
couseling sessions,0.2060455328104075
neighborhood,0.20568371496255197
degree,0.20204449789536982
student,0.20204449789536982
degrees awarded,0.20204449789536982
executive order 38,0.2016412901113294
budgeting for outcomes,0.20115495668912417
bfo,0.20115495668912417
2010,0.20056976236914098
pilot,0.1985341649475309
demographic,0.1982945260644871
annual population estimates,0.19801033097378995
decennial census,0.19801033097378995
species,0.19669509768630838
stations,0.19652364547447543
parks,0.19528152665585555
arch,0.19513295667349098
border,0.19292554230994724
cities,0.1927861344700066
agricultural,0.1918882724316051
commercial,0.1918882724316051
tax district,0.1918882724316051
2011,0.19073630785889176
asbestos,0.18946161633922756
school,0.18862991893634748
fire stations,0.18860634540917304
waste,0.18842401390833227
parcel,0.188405991786955
plumbing,0.1880190488744186
state political committees,0.18347044193610101
opm,0.18338654223968567
street,0.18276453164372658
wildlife,0.1811986370014031
agreements,0.17978825794032724
afd,0.17890176427602048
company,0.17870865464706986
employer,0.17870865464706986
service-providing,0.17868758370001914
goods-producing,0.17868758370001914
seasonally adjusted,0.17868758370001914
non-farm,0.17868758370001914
prison population,0.17830495504113258
schools,0.1775742520149324
rail,0.17728316343675662
pot holes,0.17506135222556607
dbh,0.17418320304670276
division of behavioral health,0.17418320304670276
cdhs,0.17418320304670276
fuel,0.17267361898261896
disease,0.17167210229966853
grant,0.1716191879502292
dot,0.1709448464404948
mortgages,0.17054699985471453
fy2014,0.17037037037037037
cook county,0.16831323550777277
game,0.1671677690920024
hunt,0.1671677690920024
hunting,0.1671677690920024
retail,0.16583189961013647
condition,0.1656782092978764
wages,0.16223455136789747
tow,0.16069598122979262
health insurance,0.1597168256485293
juvenile detention,0.15898220776736177
assessment results,0.15774704349569052
shapefiles,0.15659059285543198
placement,0.15562991832052264
veteran,0.15555513828313652
minor privilege,0.15483681844830954
public righ-of-way,0.15483681844830954
enrollment,0.15470579971418458
cdc,0.15313690118260173
web,0.1528186362880656
solid waste,0.14913657770800628
garbage cart,0.14913657770800628
school administrators,0.14903386263631146
quit claim deeds,0.14868153421473196
ui benefits,0.14807729098909508
vehicles,0.14743301477188017
contracts,0.14534638100385933
designated,0.1444304310616639
truck,0.1444304310616639
sustainability,0.1421636067582826
plumbers,0.1415138957704608
wid,0.1409100020044097
price index,0.1409100020044097
consumers,0.1409100020044097
cdle,0.1409100020044097
lmi,0.1409100020044097
unclaimed,0.14011901033510804
unclaimed property,0.14011901033510804
fiber,0.14004630811793398
